sample_id,text_type,label,z_score,perplexity,prompt_text,generated_text,attack_percentage,z_score_old
10,paraphrased,1,1.4990047995030484,17.277870178222656,"8i announced today it has launched a web player, the 8i Portal, for its volumetric 3D video of people in virtual reality.
Using 8i’s technology and VR goggles, you’ll be able to walk around a"," room with friends. It is the first time a volumetric, multi-dimensional video of people in VR will be accessible. This will allow you to experience 3D in the real world.
The technology will enable 4,096 x 4,096 24/60 frames-per-second video of 2 to 6 participants. The creation of 3D images and 4,096 x 4,096 videos is being achieved through 3-D printing. The 8th prototype of 8i will showcase the first 3-D images, volumetric, 3D, video in real-time using the Oculus Rift VR headset, in virtual reality with a VR headset. We believe it can contribute to the development of a new immersive technology and create a new generation of products and technologies that can be used by various users, including VR headsets.",0.1,3.9950286643633697
11,mixed_text,1,1.7469131191121618,19.69779396057129,"8i announced today it has launched a web player, the 8i Portal, for its volumetric 3D video of people in virtual reality.
Using 8i’s technology and VR goggles, you’ll be able to walk around a","room with friends. It is the first time a volumetric, multi-dimensional video of people in VR will be accessible. This will allow you to experience 3D in the real world. The technology will enable 4,096 x 4,096 24/60 frames-per-second video of 2 to 6 participants. The 3D images and 4,096 x 4,096 videos, are being created using 3-D printing. In 8i’s 8th prototype we will show the first 3-D images, with volumetric, 3D, video in real-time using the Oculus Rift VR headset, in virtual reality with a VR headset. 8i will demonstrate how it is able to create a virtual world of the people who will be in it. We believe it can help in the development of the new immersive technology and in creating a new generation of immersive technologies person inside a virtual environment to see their entire being. The Wellington, New Zealand-based and",0.1,1.823451167739729
12,human_baseline,0,-0.02702050208031727,23.39454841613769,"The Arlington County Board plans to vote Saturday afternoon on giving Amazon $23 million and other incentives to build a headquarters campus in Crystal City, but only after hearing scores of northern Virginia residents and advocates testify for or against the project.
The five-member board"," is expected to support the plan, which was announced amid much hoopla on Nov. 13. The proposed county incentives are part of an agreement in which Amazon would occupy significant office space and bring at least 25,000 high-paying jobs to Arlington in coming years.
Opponents hope to postpone the vote until after additional public hearings, where they want representatives of the online retail giant to answer questions directly from anyone in the community.
The Saturday hearing was scheduled to begin no earlier than 1 p.m. and last several hours before the vote. Ninety-one people signed up in advance to speak on the topic.
In the four months since Arlington won a much-publicized, nationwide contest to attract the facility known as HQ2, Arlington residents have been asking questions about its impact on their community.
People have looked at the county’s five online Q&A sessions 14,000 times, and about 400 attended community events to discuss the provisions in the Amazon agreement. Board members and county staff also met",0.1,0.4839307199307684
13,original_ai,1,2.8034102357660666,21.762845993041992,"The Arlington County Board plans to vote Saturday afternoon on giving Amazon $23 million and other incentives to build a headquarters campus in Crystal City, but only after hearing scores of northern Virginia residents and advocates testify for or against the project.
The five-member board",", meeting on its third reading, will vote Saturday at 5 p.m. at the Crystal City Civic and Public Service Center on the 1,200th meeting on this controversial issue.
The vote comes on the day after a 1,200-member public input period on a proposal to build Amazon headquarters near its proposed 16,000-seat stadium at Potomac Park. Amazon has said the Crystal City location was selected for the stadium because it was near major road networks.
Amazon has said the proposed Crystal City development, with 1.2 million square feet for Amazon, will create 5,000 direct, 20,000 indirect and other employment in Northern Virginia, with a total of more than 40,000 people working at Amazon in Virginia and 20 percent in the Washington area, the project website has said.
The Arlington Board’s Planning & Transportation Department is expected to recommend approval at a Saturday night vote, with the board’s Finance, Policy and Government Committee to vote on Monday",0.1,2.94322849234451
14,translated,1,1.2231513830654885,21.267614364624023,"The Arlington County Board plans to vote Saturday afternoon on giving Amazon $23 million and other incentives to build a headquarters campus in Crystal City, but only after hearing scores of northern Virginia residents and advocates testify for or against the project.
The five-member board",", meeting on its third reading, will vote Saturday at 5 p.m. at the Crystal City Civic and Public Service Center on the 1,200th meeting on this controversial issue. The vote comes on the day after a 1,200-member public input period on a proposal to build Amazon headquarters near its proposed 16,000-seat stadium at Potomac Park. Amazon has said the Crystal City location was selected for the stadium because it was near major road networks. Amazon has said the proposed Crystal City development, with 1.2 million square feet for Amazon, will create 5,000 direct, 20,000 indirect and other employment in Northern Virginia, with a total of more than 40,000 people working at Amazon in Virginia and 20 percent in the Washington area, the project website has said. The Arlington Board's Planning and Transportation Department is expected to recommend approval in a Saturday night vote with the Board's Finance, Policy and Government Committee to vote on Monday.",0.1,2.955439144654166
15,substituted,1,1.0504777208660778,21.292949676513672,"The Arlington County Board plans to vote Saturday afternoon on giving Amazon $23 million and other incentives to build a headquarters campus in Crystal City, but only after hearing scores of northern Virginia residents and advocates testify for or against the project.
The five-member board",", meeting on its third reading, will vote Saturday at 5 p.m. at the Crystal City Civic and Public Service Center on the 1,200th meeting on this controversial issue. The vote comes on the day after a 1,200-member public input session on Amazon’s proposal to build a new stadium near its proposed 16,000-seat stadium at Potomac Park. Amazon has said the Crystal City location was selected for the stadium because it was near major road networks. Amazon has said the proposed Crystal City development, with 1.2 million square feet for Amazon, will create 16,000 direct, 20,000 indirect and other employment in Northern Virginia, with a total of more than 40,000 people working at Amazon in Virginia and 20 percent in the Washington area, the project website has said. The Arlington Board’s Planning & Transportation Department is expected to recommend approval at a Saturday night vote, with the board’s Finance, Policy and Government Committee to vote on Monday",0.1,2.598016628081256
16,paraphrased,1,1.1027841885893865,23.583511352539062,"The Arlington County Board plans to vote Saturday afternoon on giving Amazon $23 million and other incentives to build a headquarters campus in Crystal City, but only after hearing scores of northern Virginia residents and advocates testify for or against the project.
The five-member board","The third reading of the meeting will result in a vote on Saturday at 5 p.m. The 1,200th meeting of the Crystal City Civic and Public Service Center on a controversial issue was held the following day, following a 1,200-member public input period on a proposal to build Amazon headquarters near its proposed 16,000-seat stadium at Potomac Park. Amazon has said the Crystal City location was selected for the stadium because it was near major road networks.
Amazon has said the proposed Crystal City development, with 1.2 million square feet for Amazon, will create 5,000 direct, 20,000 indirect and other employment in Northern Virginia, with a total of more than 40,000 people working at Amazon in Virginia and 20 percent in the Washington area, the project website has said.
The Arlington Board’s Planning & Transportation Department is expected to recommend approval at a Saturday night vote, with the board’s Finance, Policy and Government Committee to vote on Monday",0.1,2.090693109675803
17,mixed_text,1,0.8605669646342212,29.555274963378903,"The Arlington County Board plans to vote Saturday afternoon on giving Amazon $23 million and other incentives to build a headquarters campus in Crystal City, but only after hearing scores of northern Virginia residents and advocates testify for or against the project.
The five-member board",", meeting on its third reading, will vote Saturday at 5 p.m. at the Crystal City Civic and Public Service Center on the 1,200th meeting on this controversial issue. The vote comes on the day after a 1,200-member public input period on a proposal to build Amazon headquarters near its proposed 16,000-seat stadium at Potomac Park. Amazon has said the Crystal City location was selected for the stadium because it was near major road networks. Amazon has said the proposed Crystal City development, with 1.2 million square feet for Amazon, will create 5,000 is expected to support the plan, which was announced amid much hoopla on Nov. 13. direct, 20,000 indirect and other employment in Northern Virginia, with a total of more than 40,000 people working at Amazon in Virginia and 20 percent in the Washington area, the project website has said. The Arlington Board’s Planning & Transportation Department is expected to recommend approval at a",0.1,1.5579920956423885
18,human_baseline,0,0.08806923258946713,20.95479965209961,"The Hawaii man who was fired after issuing the false ballistic missile alert in mid-January told reporters Friday that he was very upset over the incident but remained adamant that it appeared, at the time, to be a real-life attack.
The former state"," employee – a man in his 50s who asked to remain anonymous for his safety – said that he was “100 percent sure” that the drill on Jan. 13 was real, even though several other employees heard the word “exercise” repeated throughout the message, according to officials.
Once the man realized what had happened, he said he felt like he’d sustained a “body blow.” Since then, he’s reportedly been distressed to the point that he has had trouble eating and sleeping.
During a news conference on Tuesday, investigating officer Brig. Gen. Bruce Oliveira shared details of the state’s probe and said when the mistake was realized, the employee “froze” and “seemed confused.” Another employee had to resume his duties and send a correction message, Oliveira said.
The employee also reportedly had at least two previous incidents in which he mistook drills for real-world events, including for tsunami and fire warnings. But Oliveira said the employee was previously counseled and allowed to resume",0.1,0.9971079238675772
19,original_ai,1,1.61828493001449,20.44229507446289,"The Hawaii man who was fired after issuing the false ballistic missile alert in mid-January told reporters Friday that he was very upset over the incident but remained adamant that it appeared, at the time, to be a real-life attack.
The former state"," police chief was forced to step down after the incident that left many Hawaii islanders worried that a missile was heading their way and prompted a massive evacuation of residents and military troops.
The former Hawaii State Police Director said that the incident was not the fault of Hawaii County officials.
“I was not a fan of Gov. Abercrombie and the state. We’ve got a governor who’s a very smart person who has done a great job,” Mr Sasaki said in a press conference on Thursday night in Kaua‘i. He also criticized Abercrombie for not doing more in advance. The man, whose name was withheld from news coverage at Mr Abercrombie’s insistence to maintain privacy.
The man, who is not a resident of Hawaiʻi, told ABC4News Hawaii’s reporter, “I’m a retired chief in California and a retired police officer in Hawaii.
“After 35 years of law enforcement in law enforcement and the last 20 of",0.1,3.8120912841115695
20,translated,1,1.6845972162843474,21.44318199157715,"The Hawaii man who was fired after issuing the false ballistic missile alert in mid-January told reporters Friday that he was very upset over the incident but remained adamant that it appeared, at the time, to be a real-life attack.
The former state","police chief was forced to step down after the incident that left many Hawaii islanders worried that a missile was heading their way and prompted a massive evacuation of residents and military troops. The former Hawaiian State Police Director said the incident was not the fault of Hawaiian County officials. “I was not a fan of Gov. Abercrombie and the state. We’ve got a governor who’s a very smart person who has done a great job,” Mr Sasaki said in a press conference on Thursday night in Kaua‘i. He also criticized Abercrombie for not doing more in advance. The man, whose name was withheld from news coverage at Mr Abercrombie’s insistence to maintain privacy. The man, who is not a resident of Hawaiʻi, told ABC4News Hawaii’s reporter, “I’m a retired chief in California and a retired police officer in Hawaii. “After 35 years of law enforcement in law enforcement and the last 20 of",0.1,3.297992804673755
21,substituted,1,3.8894520563395196,20.09491729736328,"The Hawaii man who was fired after issuing the false ballistic missile alert in mid-January told reporters Friday that he was very upset over the incident but remained adamant that it appeared, at the time, to be a real-life attack.
The former state","police chief was forced to step down after a shooting that left many people worried that a missile was heading their way and prompted a massive evacuation of residents and military troops. The former Hawaii State Police Director said that the incident was not the fault of Hawaii County officials. “I was very proud of Gov. Abercrombie and the state. We’ve got a governor who’s a very smart person who has done a great job,” Mr Sasaki said in a press conference on Thursday night in Kaua‘i. He also criticized Abercrombie for not doing more in advance. The man, whose name was withheld from news coverage at Mr Abercrombie’s insistence to maintain privacy. The man, who is not a resident of Hawaiʻi, told the reporter, “I’m a retired chief in California and a retired police officer in Hawaii. “After 35 years of law enforcement in law enforcement and the last 20 of",0.1,4.521481015781969
22,paraphrased,1,1.4112426620899043,24.56195831298828,"The Hawaii man who was fired after issuing the false ballistic missile alert in mid-January told reporters Friday that he was very upset over the incident but remained adamant that it appeared, at the time, to be a real-life attack.
The former state","The police chief was forced to resign following the incident that caused concern among Hawaii islanders that a missile was heading towards them. The former Hawaii State Police Director denied any responsibility for the incident and stated that Hawaii County officials were not responsible. Abercrombie and the state. We’ve got a governor who’s a very smart person who has done a great job,” Mr Sasaki said in a press conference on Thursday night in Kaua‘i. He also criticized Abercrombie for not doing more in advance. The man, whose name was withheld from news coverage at Mr Abercrombie’s insistence to maintain privacy.
The man, who is not a resident of Hawaiʻi, told ABC4News Hawaii’s reporter, “I’m a retired chief in California and a retired police officer in Hawaii.
“After 35 years of law enforcement in law enforcement and the last 20 of",0.1,3.616551892252127
23,mixed_text,1,1.6137094277984687,23.835037231445312,"The Hawaii man who was fired after issuing the false ballistic missile alert in mid-January told reporters Friday that he was very upset over the incident but remained adamant that it appeared, at the time, to be a real-life attack.
The former state","police chief was forced employee – a man in his 50s who asked to remain anonymous for his safety to step down after the incident that left many Hawaii islanders worried that a missile was heading their way and prompted a massive evacuation of residents and military troops. The former Hawaii State Police Director said that the incident was not the fault of Hawaii County officials. “I was not a fan of Gov. Abercrombie and the state. We’ve got a governor who’s a very smart person who has done a great job,” Mr Sasaki said in a press conference on Thursday night in Kaua‘i. He also criticized Abercrombie for not doing more in advance. The man, whose name was withheld from news coverage at Mr Abercrombie’s insistence to maintain privacy. The man, who is not a resident of Hawaiʻi, told ABC4News Hawaii’s reporter, “I’m a retired chief in California and a retired police officer in",0.1,2.905552213679904
24,human_baseline,0,0.7651580035939612,23.05021476745605,"Shania Twain expected to break the charts with new album NOW!
Even after a 15-year hiatus, she’s still the one! Shania Twain is on pace to top the charts with her new album NOW. The 16-song"," LP was released on Sept. 29 and is set to shoot past Demi Lovato and Miley Cyrus to claim the number one spot on Billboard’s Top 200. The Timmins native hopped on Twitter on Wednesday to announce that her album is already platinum in Canada!
Shortly after the release of the lead single “Life’s About to Get Good,” it hit number one on the Billboard 200. Of course, fans were simply dying to see how their favourite country icon was doing, so the new single rocked its way to the top of Billboard + Twitter Trending 140, too! So far, the song’s video has over four million views on YouTube and the number continues to ride the wave of Now’s release.
The 52-year-old country star, still clad in her iconic leopard print, insists that Now is not a break up album but another coming-of-age collection of tunes bound to make listeners laugh, cry and rock out.
This is one country powerhouse that just doesn’t",0.1,0.8228094627809728
25,original_ai,1,3.07782546853778,14.172699928283691,"Shania Twain expected to break the charts with new album NOW!
Even after a 15-year hiatus, she’s still the one! Shania Twain is on pace to top the charts with her new album NOW. The 16-song"," collection of her most successful singles will be released in September.
It has a track listing that includes her hits ‘It’s So Sexy,’ ‘Whiskey Girl,’ ‘You Can Sleep While I Wreck You’, ‘Daddy Don’t Pray’ as well as two tracks written for the film The Smell of the Cherry, which she co-produced. ‘Daddy Don’t Pray’ is about an abused father whose wife has left him and is trying to reconcile, and the song ‘Whiskey Girl’ tells the tragic tale of a young man and girl from rural Canada, who are both alcoholics who live a lonely existence.
The new record also marks Shania’s return to the charts. Her most recent studio release was 2003’s ‘Antebellum.’
The singer’s latest release ‘NOW!’ will be released in the fall, according to her publicist. The singer has a total of six number one hits in America.
In an email interview, Shania said",0.1,3.422038335190442
26,translated,1,1.6612026996795481,14.952751159667969,"Shania Twain expected to break the charts with new album NOW!
Even after a 15-year hiatus, she’s still the one! Shania Twain is on pace to top the charts with her new album NOW. The 16-song","collection of her most successful singles will be released in September. It has a track listing that includes her hits ‘It’s So Sexy,’ ‘Whiskey Girl,’ ‘You Can Sleep While I Wreck You’, ‘Daddy Don’t Pray’ as well as two tracks written for the film The Smell of the Cherry, which she co-produced. ‘Daddy Don’t Pray’ is about an abused father whose wife has left him and is trying to reconcile, and the song ‘Whiskey Girl’ tells the tragic tale of a young man and girl from rural Canada, who are both alcoholics who live a lonely existence. The new record also marks Shania’s return to the charts. Her most recent studio release was 2003’s ‘Antebellum.’
The singer’s latest release ‘NOW!’ will be released in the fall, according to her publicist. The singer has a total of six number one hits in America. In an email interview, Shania said",0.1,3.3343373112385843
27,substituted,1,1.0615120809187262,16.643585205078125,"Shania Twain expected to break the charts with new album NOW!
Even after a 15-year hiatus, she’s still the one! Shania Twain is on pace to top the charts with her new album NOW. The 16-song","collection of her most recent hits will be released in September. It has a track listing that includes her hits ‘It’s So Sexy,’ ‘Whiskey Girl,’ ‘You Can Sleep While I Wreck You’, ‘Daddy Don’t Pray’ as well as two tracks written for the film The Smell of the Cherry, which she co-produced. ‘Daddy Don’t Pray’ is about an abused father who has left him and is trying to reconcile, and the song tells the tragic tale of a young man and girl from rural Canada, who are both alcoholics who live a lonely existence. The new record also marks Shania’s return to the charts. Her last release was 2003’s ‘Antebellum.’ The album ‘NOW!’ will be released in the fall, according to her publicist. The singer has a total of six number one hits in America. In an email interview, Shania said",0.1,1.969872261341059
28,paraphrased,1,1.4867594780242563,14.551410675048828,"Shania Twain expected to break the charts with new album NOW!
Even after a 15-year hiatus, she’s still the one! Shania Twain is on pace to top the charts with her new album NOW. The 16-song"," collection of her most successful singles will be released in September.
It has a track listing that includes her hits ‘It’s So Sexy,’ ‘Whiskey Girl,’ ‘You Can Sleep While I Wreck You’, ‘Daddy Don’t Pray’ as well as two tracks written for the film The Smell of the Cherry, which she co-produced. ‘Daddy Don’t Pray’ is about an abused father whose wife has left him and is trying to reconcile, and the song ‘Whiskey Girl’ tells the tragic tale of a young man and girl from rural Canada, who are both alcoholics who live a lonely existence.
The new record also marks Shania’s return to the charts. Her most recent studio release was 2003’s ‘Antebellum.’
The singer’s latest release ‘NOW!’ will be released in the fall, according to her publicist. Shania, the singer, has six number one hits in the U.S., according to an email interview.",0.1,3.1320624777489385
29,mixed_text,1,0.9793531275558226,17.28234100341797,"Shania Twain expected to break the charts with new album NOW!
Even after a 15-year hiatus, she’s still the one! Shania Twain is on pace to top the charts with her new album NOW. The 16-song","collection of her most successful singles will be released in September. It has a track listing that includes her hits ‘It’s So Sexy,’ ‘Whiskey Girl,’ ‘You Can Sleep While I Wreck You’, ‘Daddy Don’t Pray’ as well as two tracks written for the film The Smell of the Cherry, which she co-produced. ‘Daddy Don’t Pray’ is about an abused father whose wife has left him and is trying to reconcile, and the song ‘Whiskey Girl’ tells the tragic tale of a young man and girl from rural Canada, who are both alcoholics who live a lonely existence. The new record also marks Shania’s return to the charts. Her LP was released on Sept. 29 and is set to shoot past Demi Lovato most recent studio release was 2003’s ‘Antebellum.’ The singer’s latest release ‘NOW!’ will be released in the fall, according to her publicist. The singer has a",0.1,1.2226886917764022
30,human_baseline,0,0.18461111004935743,31.063514709472656,"This month some important Walmart news did not get the attention it deserved. The news wasn't some flashy announcement about virtual reality or about some new service for busy Manhattanites. It was something much more subtle and much more substantive.
It was the hire"," of Valerie Casey. Google ""Valerie Casey"" even today and only two listings make mention of her newfound connection with Walmart on the first page of the returned search results. This amount of attention is unjustifiably slight. Let this piece then serve as the hire's coming out party.
Shrewdly, Walmart has made Valerie Casey, formerly of Frog, Ideo, and Pentagram, its new head of design. She will be charged with leading Walmart into the future and ensuring that all its products and services, from websites to employee and consumer apps, will work in cohesion and from a singular experience design point of view.
""What's the big whup?"" you might ask.
The big whup is that this announcement clearly shows that Walmart has jumped feet first into the waters of next generation retailing. Under Doug McMillon's bold leadership, Walmart here again is taking one of the most essential steps to long-term success for any legacy bricks-and-mortar retailer—specifically, redef",0.1,0.32615562667286
31,original_ai,1,3.558537389880168,15.99102783203125,"This month some important Walmart news did not get the attention it deserved. The news wasn't some flashy announcement about virtual reality or about some new service for busy Manhattanites. It was something much more subtle and much more substantive.
It was the hire"," of the CEO of a small company called Walmart. It wasn't even an official hire. It was more the promotion of Walmart from CEO to Chief Innovation Officer (or COO).
This is a very interesting position to fill because the Walmart CEO is not in a management job and is in a position to be more innovative, and that's exactly what he needs right now because his business has been in decline.
Walmart, as a business, has not had much growth. The reason is that it is too large for most customers and too small for others, but its biggest issue right now is that its business isn't profitable and that it is losing market share in many places, and it is losing customers.
It needs more people who can help it innovate. The problem Walmart had is it had no idea where its market could possibly grow, and it was losing its customer bases.
It is a very difficult business, one which needs innovation and growth, but Walmart had neither and so the company was in trouble",0.1,3.599545397927312
32,translated,1,1.73843297310899,16.610416412353516,"This month some important Walmart news did not get the attention it deserved. The news wasn't some flashy announcement about virtual reality or about some new service for busy Manhattanites. It was something much more subtle and much more substantive.
It was the hire","of the CEO of a small company called Walmart. It wasn't even an official hire. It was more the promotion of Walmart from CEO to Chief Innovation Officer (or COO). This is a very interesting position to fill because the Walmart CEO is not in a management job and is in a position to be more innovative, and that's exactly what he needs right now because his business has been in decline. Walmart, as a business, has not had much growth. The reason is that it is too big for most customers and too small for others, but your biggest problem right now is that your business is not profitable and you are losing market share in many places, and you are losing customers. It needs more people who can help it innovate. The problem Walmart had is it had no idea where its market could possibly grow, and it was losing its customer bases. It is a very difficult business, one which needs innovation and growth, but Walmart had neither and so the company was in trouble",0.1,3.639731900647957
